"YEAR","SAMPLE","PERNUM","SEX","AGE","RACE","RACED","EDUC","EDUCD","INCTOT","US2018A_SEX","US2018A_PINCP"
2018,201801,2,1,38,1,100,11,114,65000,"1","0065000"
2018,201801,3,1,4,1,100,1,11,9999999,"1","BBBBBBB"
2018,201801,1,2,47,8,813,0,2,0,"2","0000000"
2018,201801,2,2,28,8,813,0,2,0,"2","0000000"
2018,201801,1,2,46,1,100,10,101,72000,"2","0072000"
2018,201801,1,2,27,1,100,7,71,14400,"2","0014400"
2018,201801,2,1,30,1,100,7,71,42000,"1","0042000"
2018,201801,3,2,6,1,100,1,14,9999999,"2","BBBBBBB"
2018,201801,4,1,3,1,100,1,11,9999999,"1","BBBBBBB"
2018,201801,1,2,40,1,100,10,101,84000,"2","0084000"
2018,201801,2,1,41,1,100,7,71,60000,"1","0060000"
2018,201801,1,2,90,1,100,10,101,26900,"2","0026900"
2018,201801,1,1,29,1,100,10,101,40000,"1","0040000"
2018,201801,2,2,27,1,100,10,101,12000,"2","0012000"
2018,201801,3,1,26,1,100,10,101,39000,"1","0039000"
2018,201801,1,2,69,1,100,6,65,14020,"2","0014020"
2018,201801,1,2,38,1,100,6,63,39500,"2","0039500"
2018,201801,2,1,37,1,100,5,50,62000,"1","0062000"
2018,201801,3,2,16,1,100,4,40,0,"2","0000000"
2018,201801,4,2,1,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,1,37,1,100,6,65,46000,"1","0046000"
2018,201801,1,1,50,1,100,6,63,52000,"1","0052000"
2018,201801,2,2,65,1,100,6,65,6000,"2","0006000"
2018,201801,3,2,29,1,100,6,65,3900,"2","0003900"
2018,201801,4,2,5,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,5,1,1,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,2,53,1,100,7,71,112000,"2","0112000"
2018,201801,2,1,56,1,100,7,71,110000,"1","0110000"
2018,201801,3,2,26,1,100,4,40,0,"2","0000000"
2018,201801,1,1,57,1,100,11,114,31300,"1","0031300"
2018,201801,1,1,41,1,100,11,114,28000,"1","0028000"
2018,201801,2,1,36,1,100,10,101,70000,"1","0070000"
2018,201801,3,1,38,1,100,6,63,30000,"1","0030000"
2018,201801,1,2,26,1,100,10,101,75000,"2","0075000"
2018,201801,1,2,40,7,700,2,23,2400,"2","0002400"
2018,201801,2,1,30,7,700,2,25,20000,"1","0020000"
2018,201801,3,2,27,7,700,3,30,19600,"2","0019600"
2018,201801,4,1,22,7,700,2,23,22000,"1","0022000"
2018,201801,5,2,15,7,700,3,30,0,"2","0000000"
2018,201801,1,2,55,1,100,6,64,52000,"2","0052000"
2018,201801,2,1,68,1,100,6,63,51000,"1","0051000"
2018,201801,1,1,88,1,100,10,101,33900,"1","0033900"
2018,201801,2,2,82,1,100,6,63,8600,"2","0008600"
2018,201801,3,2,49,1,100,7,71,4000,"2","0004000"
2018,201801,1,1,36,1,100,10,101,175000,"1","0175000"
2018,201801,2,2,35,1,100,6,65,35000,"2","0035000"
2018,201801,1,1,63,1,100,6,65,279000,"1","0279000"
2018,201801,2,2,57,1,100,11,114,79400,"2","0079400"
2018,201801,1,2,59,1,100,6,63,58000,"2","0058000"
2018,201801,2,2,60,1,100,6,65,3000,"2","0003000"
2018,201801,1,2,55,1,100,4,40,9100,"2","0009100"
2018,201801,2,2,27,1,100,4,40,3700,"2","0003700"
2018,201801,1,2,87,1,100,6,63,1800,"2","0001800"
2018,201801,1,2,83,1,100,6,63,17950,"2","0017950"
2018,201801,1,1,70,1,100,10,101,26900,"1","0026900"
2018,201801,2,2,64,1,100,10,101,80850,"2","0080850"
2018,201801,1,1,87,1,100,10,101,47200,"1","0047200"
2018,201801,1,2,40,1,100,6,63,12000,"2","0012000"
2018,201801,2,1,50,1,100,6,63,33000,"1","0033000"
2018,201801,1,2,36,2,200,3,30,12000,"2","0012000"
2018,201801,1,2,18,2,200,7,71,0,"2","0000000"
2018,201801,1,1,91,1,100,5,50,20400,"1","0020400"
2018,201801,1,2,31,1,100,0,2,8800,"2","0008800"
2018,201801,1,2,87,1,100,11,114,0,"2","0000000"
2018,201801,1,2,57,1,100,6,63,900,"2","0000900"
2018,201801,1,2,90,1,100,6,63,1940,"2","0001940"
2018,201801,1,1,94,1,100,7,71,39100,"1","0039100"
2018,201801,1,2,19,2,200,5,50,3400,"2","0003400"
2018,201801,1,2,22,2,200,7,71,2500,"2","0002500"
2018,201801,1,2,18,1,100,6,63,30400,"2","0030400"
2018,201801,1,2,21,1,100,7,71,9000,"2","0009000"
2018,201801,1,1,19,1,100,7,71,3000,"1","0003000"
2018,201801,1,1,38,2,200,6,63,11700,"1","0011700"
2018,201801,1,2,18,1,100,6,63,0,"2","0000000"
2018,201801,1,2,94,1,100,10,101,20300,"2","0020300"
2018,201801,1,1,56,1,100,3,30,8500,"1","0008500"
2018,201801,1,2,66,1,100,6,64,9200,"2","0009200"
2018,201801,1,1,18,2,200,6,65,1000,"1","0001000"
2018,201801,1,1,78,1,100,6,63,26500,"1","0026500"
2018,201801,1,2,22,7,700,7,71,0,"2","0000000"
2018,201801,1,1,30,1,100,6,63,0,"1","0000000"
2018,201801,1,2,22,1,100,7,71,6000,"2","0006000"
2018,201801,1,1,22,1,100,7,71,5000,"1","0005000"
2018,201801,1,1,19,1,100,7,71,0,"1","0000000"
2018,201801,1,1,30,2,200,6,63,0,"1","0000000"
2018,201801,1,2,77,1,100,6,63,26000,"2","0026000"
2018,201801,1,2,20,1,100,7,71,0,"2","0000000"
2018,201801,1,2,20,1,100,7,71,20000,"2","0020000"
2018,201801,1,2,87,1,100,11,114,15000,"2","0015000"
2018,201801,1,2,26,2,200,10,101,15500,"2","0015500"
2018,201801,1,2,19,1,100,6,65,600,"2","0000600"
2018,201801,1,1,50,1,100,6,63,4200,"1","0004200"
2018,201801,1,2,18,1,100,6,63,890,"2","0000890"
2018,201801,1,1,47,1,100,6,63,19800,"1","0019800"
2018,201801,1,2,32,1,100,6,64,8800,"2","0008800"
2018,201801,1,2,21,1,100,7,71,4500,"2","0004500"
2018,201801,1,2,18,6,610,6,63,0,"2","0000000"
2018,201801,1,1,19,1,100,6,65,2000,"1","0002000"
2018,201801,1,2,91,1,100,10,101,0,"2","0000000"
2018,201801,1,2,76,8,801,6,65,20000,"2","0020000"
2018,201801,1,1,21,1,100,7,71,7000,"1","0007000"
2018,201801,1,2,20,1,100,7,71,0,"2","0000000"
2018,201801,1,1,75,1,100,11,114,20310,"1","0020310"
2018,201801,1,2,37,1,100,10,101,5600,"2","0005600"
2018,201801,1,2,94,1,100,6,65,15500,"2","0015500"
2018,201801,1,2,18,1,100,6,63,890,"2","0000890"
2018,201801,1,1,73,1,100,11,114,73700,"1","0073700"
2018,201801,1,1,49,1,100,0,2,0,"1","0000000"
2018,201801,1,1,78,1,100,6,63,24000,"1","0024000"
2018,201801,1,2,76,1,100,5,50,16800,"2","0016800"
2018,201801,1,1,50,1,100,11,114,487500,"1","0487500"
2018,201801,2,2,49,1,100,11,114,1500,"2","0001500"
2018,201801,3,2,23,1,100,10,101,19000,"2","0019000"
2018,201801,4,1,15,1,100,3,30,0,"1","0000000"
2018,201801,5,1,10,1,100,1,16,9999999,"1","BBBBBBB"
2018,201801,1,1,37,4,400,11,116,15600,"1","0015600"
2018,201801,2,2,6,4,400,1,14,9999999,"2","BBBBBBB"
2018,201801,1,1,57,1,100,5,50,40700,"1","0040700"
2018,201801,2,2,58,1,100,6,63,18000,"2","0018000"
2018,201801,3,2,27,1,100,8,81,30000,"2","0030000"
2018,201801,4,1,26,1,100,10,101,65000,"1","0065000"
2018,201801,1,1,68,1,100,10,101,89500,"1","0089500"
2018,201801,2,2,68,1,100,7,71,12500,"2","0012500"
2018,201801,1,2,35,1,100,10,101,61000,"2","0061000"
2018,201801,2,1,36,1,100,10,101,98000,"1","0098000"
2018,201801,3,2,4,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,4,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,2,70,1,100,8,81,10170,"2","0010170"
2018,201801,2,1,71,1,100,6,63,53070,"1","0053070"
2018,201801,1,2,46,2,200,10,101,90000,"2","0090000"
2018,201801,1,2,61,1,100,8,81,0,"2","0000000"
2018,201801,2,1,61,1,100,6,65,100000,"1","0100000"
2018,201801,3,1,32,1,100,11,114,45000,"1","0045000"
2018,201801,1,1,68,1,100,6,63,39700,"1","0039700"
2018,201801,2,2,68,1,100,6,63,12000,"2","0012000"
2018,201801,3,2,44,1,100,6,61,270900,"2","0270900"
2018,201801,1,1,59,1,100,6,63,0,"1","0000000"
2018,201801,1,1,71,1,100,6,65,24000,"1","0024000"
2018,201801,1,2,66,1,100,6,65,15600,"2","0015600"
2018,201801,1,1,89,1,100,3,30,17200,"1","0017200"
2018,201801,1,2,69,1,100,6,63,32800,"2","0032800"
2018,201801,1,1,58,8,801,7,71,61000,"1","0061000"
2018,201801,1,2,57,1,100,6,63,34500,"2","0034500"
2018,201801,2,1,60,1,100,6,63,30900,"1","0030900"
2018,201801,1,2,62,1,100,10,101,37900,"2","0037900"
2018,201801,1,1,45,1,100,6,63,60000,"1","0060000"
2018,201801,2,2,39,1,100,6,63,35000,"2","0035000"
2018,201801,3,1,14,1,100,2,26,9999999,"1","BBBBBBB"
2018,201801,4,2,12,1,100,2,23,9999999,"2","BBBBBBB"
2018,201801,1,1,57,1,100,6,63,38000,"1","0038000"
2018,201801,1,2,80,1,100,11,115,125800,"2","0125800"
2018,201801,1,2,57,1,100,6,63,8400,"2","0008400"
2018,201801,2,2,48,1,100,8,81,37500,"2","0037500"
2018,201801,3,2,14,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,4,2,13,1,100,2,25,9999999,"2","BBBBBBB"
2018,201801,1,2,35,1,100,7,71,42000,"2","0042000"
2018,201801,2,1,12,1,100,2,22,9999999,"1","BBBBBBB"
2018,201801,3,1,37,1,100,6,64,50000,"1","0050000"
2018,201801,4,2,17,1,100,5,50,4500,"2","0004500"
2018,201801,5,1,10,1,100,1,17,9999999,"1","BBBBBBB"
2018,201801,6,2,9,1,100,1,15,9999999,"2","BBBBBBB"
2018,201801,1,1,61,6,610,4,40,35000,"1","0035000"
2018,201801,2,2,57,6,610,7,71,40000,"2","0040000"
2018,201801,3,2,25,6,610,8,81,55000,"2","0055000"
2018,201801,4,1,20,6,610,7,71,5000,"1","0005000"
2018,201801,1,1,56,1,100,5,50,73000,"1","0073000"
2018,201801,2,2,51,1,100,6,63,7000,"2","0007000"
2018,201801,3,2,22,1,100,10,101,18000,"2","0018000"
2018,201801,4,2,6,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,5,2,4,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,1,2,71,1,100,6,63,27400,"2","0027400"
2018,201801,1,1,52,1,100,7,71,29000,"1","0029000"
2018,201801,1,2,28,1,100,11,115,52000,"2","0052000"
2018,201801,1,2,81,1,100,6,63,13150,"2","0013150"
2018,201801,2,1,70,1,100,8,81,31400,"1","0031400"
2018,201801,1,2,54,1,100,10,101,77650,"2","0077650"
2018,201801,1,1,44,1,100,10,101,22100,"1","0022100"
2018,201801,1,2,45,1,100,11,114,127000,"2","0127000"
2018,201801,2,1,45,1,100,11,114,155000,"1","0155000"
2018,201801,3,1,13,1,100,2,25,9999999,"1","BBBBBBB"
2018,201801,4,2,12,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,1,1,42,6,640,10,101,50000,"1","0050000"
2018,201801,2,2,40,1,100,8,81,60000,"2","0060000"
2018,201801,3,1,3,8,816,0,2,9999999,"1","BBBBBBB"
2018,201801,1,2,71,1,100,6,63,40300,"2","0040300"
2018,201801,2,1,70,1,100,6,63,9000,"1","0009000"
2018,201801,1,1,79,1,100,6,63,29200,"1","0029200"
2018,201801,2,2,78,1,100,10,101,24900,"2","0024900"
2018,201801,1,2,54,1,100,6,63,51000,"2","0051000"
2018,201801,1,2,68,1,100,10,101,11400,"2","0011400"
2018,201801,1,2,68,1,100,6,63,19900,"2","0019900"
2018,201801,1,2,86,1,100,6,63,17100,"2","0017100"
2018,201801,2,1,44,1,100,6,61,15600,"1","0015600"
2018,201801,1,1,85,1,100,10,101,58800,"1","0058800"
2018,201801,1,2,75,1,100,6,63,12800,"2","0012800"
2018,201801,1,2,67,1,100,6,65,43000,"2","0043000"
2018,201801,2,2,43,1,100,7,71,4180,"2","0004180"
2018,201801,3,2,24,1,100,10,101,2000,"2","0002000"
2018,201801,4,1,8,1,100,1,14,9999999,"1","BBBBBBB"
2018,201801,5,1,45,1,100,6,63,13000,"1","0013000"
2018,201801,1,1,62,1,100,6,63,1090,"1","0001090"
2018,201801,1,1,69,1,100,6,63,74140,"1","0074140"
2018,201801,2,2,66,1,100,6,65,19000,"2","0019000"
2018,201801,1,2,80,1,100,6,63,25300,"2","0025300"
2018,201801,1,2,41,1,100,7,71,37500,"2","0037500"
2018,201801,2,1,45,1,100,5,50,7000,"1","0007000"
2018,201801,1,2,67,1,100,11,115,84050,"2","0084050"
2018,201801,1,1,50,1,100,6,64,36100,"1","0036100"
2018,201801,1,1,56,1,100,10,101,87500,"1","0087500"
2018,201801,2,2,57,1,100,6,63,28000,"2","0028000"
2018,201801,1,2,31,2,200,6,63,28000,"2","0028000"
2018,201801,2,2,6,2,200,0,2,9999999,"2","BBBBBBB"
2018,201801,1,1,59,1,100,6,63,0,"1","0000000"
2018,201801,1,1,25,9,902,6,64,8000,"1","0008000"
2018,201801,2,2,29,1,100,4,40,750,"2","0000750"
2018,201801,3,1,7,9,902,1,14,9999999,"1","BBBBBBB"
2018,201801,4,2,1,9,902,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,49,1,100,6,65,42000,"2","0042000"
2018,201801,2,1,51,1,100,10,101,56010,"1","0056010"
2018,201801,1,1,32,1,100,7,71,57000,"1","0057000"
2018,201801,1,1,26,1,100,6,63,45000,"1","0045000"
2018,201801,1,1,75,8,815,10,101,90200,"1","0090200"
2018,201801,2,2,71,1,100,7,71,8800,"2","0008800"
2018,201801,1,1,62,2,200,8,81,23200,"1","0023200"
2018,201801,1,2,59,1,100,11,114,75000,"2","0075000"
2018,201801,2,2,65,1,100,10,101,33200,"2","0033200"
2018,201801,1,2,33,1,100,8,81,52900,"2","0052900"
2018,201801,2,1,36,1,100,5,50,29100,"1","0029100"
2018,201801,3,2,1,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,63,1,100,11,116,22100,"2","0022100"
2018,201801,2,1,74,1,100,6,63,21000,"1","0021000"
2018,201801,1,1,77,1,100,6,63,56500,"1","0056500"
2018,201801,2,2,74,1,100,6,63,7200,"2","0007200"
2018,201801,1,2,66,1,100,11,114,59600,"2","0059600"
2018,201801,2,1,71,1,100,10,101,50200,"1","0050200"
2018,201801,1,2,30,1,100,7,71,21000,"2","0021000"
2018,201801,2,1,39,1,100,6,63,15500,"1","0015500"
2018,201801,1,1,45,1,100,11,114,70000,"1","0070000"
2018,201801,1,2,57,1,100,6,63,20000,"2","0020000"
2018,201801,2,1,55,1,100,6,63,25000,"1","0025000"
2018,201801,1,2,66,1,100,11,114,90300,"2","0090300"
2018,201801,2,1,72,1,100,11,114,18400,"1","0018400"
2018,201801,1,1,78,1,100,6,63,19200,"1","0019200"
2018,201801,2,2,76,1,100,6,63,7800,"2","0007800"
2018,201801,1,2,62,1,100,10,101,33300,"2","0033300"
2018,201801,2,1,67,1,100,11,114,96600,"1","0096600"
2018,201801,3,2,28,1,100,10,101,38000,"2","0038000"
2018,201801,1,1,26,1,100,7,71,35000,"1","0035000"
2018,201801,2,2,25,1,100,6,61,31000,"2","0031000"
2018,201801,1,1,35,1,100,6,63,103200,"1","0103200"
2018,201801,2,2,37,1,100,6,63,7600,"2","0007600"
2018,201801,3,1,8,1,100,1,15,9999999,"1","BBBBBBB"
2018,201801,4,1,5,1,100,1,11,9999999,"1","BBBBBBB"
2018,201801,1,2,54,1,100,6,63,0,"2","0000000"
2018,201801,2,1,58,1,100,5,50,39000,"1","0039000"
2018,201801,3,1,26,1,100,4,40,0,"1","0000000"
2018,201801,1,1,84,1,100,6,63,35500,"1","0035500"
2018,201801,1,1,64,1,100,6,63,9900,"1","0009900"
2018,201801,1,1,19,1,100,7,71,10000,"1","0010000"
2018,201801,2,1,20,1,100,7,71,1600,"1","0001600"
2018,201801,3,1,19,1,100,7,71,14400,"1","0014400"
2018,201801,4,1,19,1,100,6,65,12000,"1","0012000"
2018,201801,5,1,20,1,100,8,81,1200,"1","0001200"
2018,201801,1,1,52,1,100,6,64,16820,"1","0016820"
2018,201801,2,2,23,1,100,6,63,8900,"2","0008900"
2018,201801,3,1,87,1,100,6,63,31200,"1","0031200"
2018,201801,4,2,46,1,100,6,63,0,"2","0000000"
2018,201801,1,2,21,1,100,7,71,10200,"2","0010200"
2018,201801,2,2,21,1,100,7,71,0,"2","0000000"
2018,201801,3,2,20,1,100,7,71,16000,"2","0016000"
2018,201801,1,2,49,1,100,11,114,86000,"2","0086000"
2018,201801,1,1,66,1,100,11,115,494000,"1","0494000"
2018,201801,2,2,61,1,100,11,114,210000,"2","0210000"
2018,201801,1,1,50,6,662,10,101,56000,"1","0056000"
2018,201801,2,2,48,6,662,6,63,19000,"2","0019000"
2018,201801,3,2,13,6,662,2,25,9999999,"2","BBBBBBB"
2018,201801,4,2,77,6,662,0,2,2500,"2","0002500"
2018,201801,1,1,74,2,200,6,63,62000,"1","0062000"
2018,201801,2,2,60,2,200,6,61,0,"2","0000000"
2018,201801,3,1,24,2,200,6,65,0,"1","0000000"
2018,201801,4,2,18,2,200,6,63,0,"2","0000000"
2018,201801,1,1,76,1,100,6,63,32300,"1","0032300"
2018,201801,2,2,71,1,100,6,64,17700,"2","0017700"
2018,201801,1,2,51,1,100,10,101,100000,"2","0100000"
2018,201801,2,1,51,1,100,10,101,95000,"1","0095000"
2018,201801,3,1,19,1,100,7,71,0,"1","0000000"
2018,201801,4,2,18,1,100,5,50,4700,"2","0004700"
2018,201801,1,1,59,1,100,6,63,51000,"1","0051000"
2018,201801,1,1,63,1,100,6,65,90000,"1","0090000"
2018,201801,2,2,29,1,100,10,101,400,"2","0000400"
2018,201801,1,2,39,7,700,1,15,16000,"2","0016000"
2018,201801,2,1,31,7,700,1,15,14000,"1","0014000"
2018,201801,3,2,7,7,700,1,12,9999999,"2","BBBBBBB"
2018,201801,1,1,34,1,100,10,101,112700,"1","0112700"
2018,201801,2,2,34,1,100,10,101,85000,"2","0085000"
2018,201801,3,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,1,69,1,100,8,81,40000,"1","0040000"
2018,201801,1,1,55,1,100,7,71,105000,"1","0105000"
2018,201801,2,2,54,1,100,1,17,125000,"2","0125000"
2018,201801,1,1,57,7,700,6,61,0,"1","0000000"
2018,201801,2,2,54,7,700,6,63,0,"2","0000000"
2018,201801,1,2,37,1,100,10,101,5000,"2","0005000"
2018,201801,2,1,14,1,100,2,26,9999999,"1","BBBBBBB"
2018,201801,1,2,57,1,100,4,40,36000,"2","0036000"
2018,201801,2,1,51,1,100,6,64,41600,"1","0041600"
2018,201801,1,1,35,1,100,6,63,111000,"1","0111000"
2018,201801,2,2,32,1,100,11,114,36000,"2","0036000"
2018,201801,3,2,4,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,4,2,2,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,58,1,100,6,63,75000,"2","0075000"
2018,201801,2,1,62,1,100,4,40,400,"1","0000400"
2018,201801,3,1,25,1,100,10,101,600,"1","0000600"
2018,201801,1,2,28,1,100,10,101,55020,"2","0055020"
2018,201801,1,1,62,1,100,6,63,80930,"1","0080930"
2018,201801,2,2,61,1,100,6,63,68000,"2","0068000"
2018,201801,3,1,90,1,100,2,25,16260,"1","0016260"
2018,201801,1,2,41,1,100,8,81,25000,"2","0025000"
2018,201801,2,2,17,1,100,5,50,4000,"2","0004000"
2018,201801,1,1,41,1,100,6,63,19400,"1","0019400"
2018,201801,2,2,53,1,100,6,63,0,"2","0000000"
2018,201801,3,1,15,1,100,2,26,0,"1","0000000"
2018,201801,1,2,54,1,100,6,63,12000,"2","0012000"
2018,201801,2,1,55,1,100,10,101,33400,"1","0033400"
2018,201801,3,2,21,1,100,7,71,6300,"2","0006300"
2018,201801,1,1,94,1,100,1,14,12900,"1","0012900"
2018,201801,2,2,50,1,100,1,17,0,"2","0000000"
2018,201801,1,1,30,1,100,10,101,75000,"1","0075000"
2018,201801,2,2,31,1,100,10,101,27800,"2","0027800"
2018,201801,1,2,68,1,100,4,40,10500,"2","0010500"
2018,201801,2,1,50,1,100,5,50,14600,"1","0014600"
2018,201801,3,2,5,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,1,1,74,1,100,6,63,65800,"1","0065800"
2018,201801,2,2,67,1,100,8,81,14400,"2","0014400"
2018,201801,1,1,52,1,100,6,63,18500,"1","0018500"
2018,201801,1,1,68,1,100,6,63,43340,"1","0043340"
2018,201801,2,2,67,1,100,6,65,26000,"2","0026000"
2018,201801,1,1,71,1,100,10,101,39400,"1","0039400"
2018,201801,2,2,67,1,100,6,63,18200,"2","0018200"
2018,201801,1,2,49,1,100,6,64,12000,"2","0012000"
2018,201801,1,2,50,1,100,10,101,53000,"2","0053000"
2018,201801,2,1,51,1,100,8,81,84000,"1","0084000"
2018,201801,3,2,21,1,100,10,101,11800,"2","0011800"
2018,201801,1,2,62,1,100,0,2,7100,"2","0007100"
2018,201801,2,2,10,1,100,1,16,9999999,"2","BBBBBBB"
2018,201801,3,1,61,1,100,3,30,22900,"1","0022900"
2018,201801,1,1,70,1,100,6,63,20350,"1","0020350"
2018,201801,2,2,70,1,100,6,63,8100,"2","0008100"
2018,201801,1,2,39,6,600,6,65,56000,"2","0056000"
2018,201801,2,2,11,8,813,2,23,9999999,"2","BBBBBBB"
2018,201801,3,2,56,6,600,0,2,0,"2","0000000"
2018,201801,1,2,31,2,200,6,63,27200,"2","0027200"
2018,201801,2,2,14,2,200,2,25,9999999,"2","BBBBBBB"
2018,201801,3,1,10,2,200,1,17,9999999,"1","BBBBBBB"
2018,201801,4,1,9,2,200,1,16,9999999,"1","BBBBBBB"
2018,201801,5,2,0,2,200,0,1,9999999,"2","BBBBBBB"
2018,201801,6,1,38,2,200,10,101,49000,"1","0049000"
2018,201801,1,1,45,1,100,10,101,74100,"1","0074100"
2018,201801,2,2,49,1,100,8,81,22000,"2","0022000"
2018,201801,3,2,13,1,100,2,23,9999999,"2","BBBBBBB"
2018,201801,1,1,43,1,100,11,115,516000,"1","0516000"
2018,201801,2,2,41,1,100,10,101,100,"2","0000100"
2018,201801,3,2,17,1,100,7,71,0,"2","0000000"
2018,201801,4,2,14,1,100,5,50,9999999,"2","BBBBBBB"
2018,201801,5,2,12,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,6,1,10,1,100,1,17,9999999,"1","BBBBBBB"
2018,201801,7,2,9,1,100,1,15,9999999,"2","BBBBBBB"
2018,201801,1,2,21,1,100,8,81,5000,"2","0005000"
2018,201801,1,2,68,1,100,6,63,46900,"2","0046900"
2018,201801,1,1,66,6,610,11,115,215500,"1","0215500"
2018,201801,2,2,60,6,610,10,101,24000,"2","0024000"
2018,201801,1,1,24,1,100,10,101,40000,"1","0040000"
2018,201801,2,2,23,1,100,10,101,45000,"2","0045000"
2018,201801,1,1,71,1,100,7,71,54000,"1","0054000"
2018,201801,2,2,63,1,100,8,81,0,"2","0000000"
2018,201801,1,2,68,1,100,8,81,18000,"2","0018000"
2018,201801,2,1,72,1,100,6,63,26000,"1","0026000"
2018,201801,1,1,45,1,100,6,63,30000,"1","0030000"
2018,201801,2,2,64,1,100,6,63,30000,"2","0030000"
2018,201801,3,2,43,1,100,7,71,48900,"2","0048900"
2018,201801,1,1,43,1,100,6,65,75000,"1","0075000"
2018,201801,2,2,58,1,100,6,61,35000,"2","0035000"
2018,201801,1,2,60,1,100,6,63,32000,"2","0032000"
2018,201801,1,2,32,1,100,10,101,65000,"2","0065000"
2018,201801,2,1,31,1,100,8,81,60000,"1","0060000"
2018,201801,3,1,3,1,100,0,2,9999999,"1","BBBBBBB"
2018,201801,1,1,72,2,200,6,63,68300,"1","0068300"
2018,201801,1,1,79,1,100,6,63,30170,"1","0030170"
2018,201801,2,2,78,1,100,6,63,14000,"2","0014000"
2018,201801,1,1,65,1,100,10,101,9000,"1","0009000"
2018,201801,2,2,61,1,100,11,114,90000,"2","0090000"
2018,201801,1,1,64,1,100,6,63,48000,"1","0048000"
2018,201801,2,2,60,1,100,6,63,40000,"2","0040000"
2018,201801,1,1,48,1,100,6,63,32000,"1","0032000"
2018,201801,2,2,49,1,100,6,63,36000,"2","0036000"
2018,201801,3,2,16,1,100,4,40,0,"2","0000000"
2018,201801,1,1,51,1,100,6,63,85300,"1","0085300"
2018,201801,1,2,74,2,200,6,64,11300,"2","0011300"
2018,201801,1,2,65,1,100,6,63,36000,"2","0036000"
2018,201801,2,1,68,1,100,6,63,27600,"1","0027600"
2018,201801,1,2,61,6,620,10,101,80000,"2","0080000"
2018,201801,2,1,61,6,620,11,116,4800,"1","0004800"
2018,201801,3,2,28,6,620,11,115,210000,"2","0210000"
2018,201801,1,1,67,1,100,11,114,38200,"1","0038200"
2018,201801,1,2,41,1,100,8,81,18200,"2","0018200"
2018,201801,1,1,36,1,100,6,63,50000,"1","0050000"
2018,201801,2,2,29,1,100,6,65,50000,"2","0050000"
2018,201801,1,2,50,1,100,6,63,0,"2","0000000"
2018,201801,2,1,52,1,100,6,63,16900,"1","0016900"
2018,201801,3,1,16,1,100,4,40,0,"1","0000000"
2018,201801,4,1,13,1,100,2,25,9999999,"1","BBBBBBB"
2018,201801,5,2,11,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,6,2,11,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,7,1,10,1,100,1,16,9999999,"1","BBBBBBB"
2018,201801,8,1,7,1,100,1,15,9999999,"1","BBBBBBB"
2018,201801,1,1,60,1,100,8,81,55000,"1","0055000"
2018,201801,2,2,60,1,100,11,114,68000,"2","0068000"
2018,201801,1,2,63,1,100,6,65,68000,"2","0068000"
2018,201801,1,2,51,1,100,7,71,20000,"2","0020000"
2018,201801,2,1,70,1,100,11,114,63000,"1","0063000"
2018,201801,1,1,26,1,100,8,81,37800,"1","0037800"
2018,201801,2,2,26,1,100,6,63,11000,"2","0011000"
2018,201801,3,1,6,1,100,0,2,9999999,"1","BBBBBBB"
2018,201801,4,2,1,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,5,2,63,1,100,8,81,9000,"2","0009000"
2018,201801,1,1,65,1,100,10,101,77000,"1","0077000"
2018,201801,2,2,61,1,100,8,81,8200,"2","0008200"
2018,201801,3,2,30,1,100,6,65,9500,"2","0009500"
2018,201801,1,2,74,1,100,6,63,18700,"2","0018700"
2018,201801,2,1,78,1,100,10,101,34900,"1","0034900"
2018,201801,1,1,42,1,100,6,65,16000,"1","0016000"
2018,201801,2,2,39,1,100,8,81,14000,"2","0014000"
2018,201801,3,2,2,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,1,61,1,100,8,81,77010,"1","0077010"
2018,201801,1,1,41,1,100,6,63,0,"1","0000000"
2018,201801,2,2,37,1,100,6,63,86000,"2","0086000"
2018,201801,3,2,14,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,4,2,7,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,5,2,5,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,1,1,71,1,100,6,63,27100,"1","0027100"
2018,201801,2,2,60,1,100,5,50,24000,"2","0024000"
2018,201801,1,1,27,1,100,10,101,60000,"1","0060000"
